Temp,Humidity,Wind,Soil,Vegetation,Rainfall,Risk
0.4,85,17,1,0,42.5,2
0.5,84,11,1,1,42.0,2
0.6,82,11,2,0,41.0,2
0.6,82,9,1,1,41.0,1
0.7,83,6,1,0,41.5,1
0.8,84,7,1,2,42.0,1
1.5,83,6,2,1,41.5,1
2.5,77,9,1,1,38.5,1
3.2,67,13,2,0,33.5,2
3.6,66,9,0,1,33.0,1
3.9,64,6,0,2,32.0,1
4.2,62,13,2,0,31.0,2
4.0,61,15,1,0,30.5,2
4.1,58,19,0,0,29.0,2
3.9,62,13,2,2,31.0,2
3.5,57,24,1,2,28.5,2
3.4,52,20,0,0,26.0,2
2.9,54,19,2,1,27.0,2
2.2,60,19,1,0,30.0,2
1.9,55,24,1,0,27.5,2
1.4,52,17,2,1,26.0,2
0.8,51,24,1,0,25.5,2
0.1,50,19,0,1,25.0,2
-1.0,51,20,2,0,25.5,2
-2.2,56,15,1,2,28.0,2
-3.5,54,19,1,0,27.0,2
-4.3,60,4,1,1,30.0,1
-5.1,66,11,1,2,33.0,2
-4.8,63,13,1,2,31.5,2
-4.3,60,15,2,0,30.0,2
-3.0,57,11,0,2,28.5,2
-2.0,54,13,0,2,27.0,2
-0.8,52,9,2,1,26.0,1
0.9,45,4,1,0,22.5,1
1.6,49,17,0,1,24.5,2
3.1,40,6,0,1,20.0,1
4.4,38,17,0,2,19.0,2
4.8,36,17,1,2,18.0,2
4.8,35,15,2,1,17.5,2
4.4,38,15,0,2,19.0,2
3.9,42,11,2,1,21.0,2
3.1,49,7,0,1,24.5,1
3.0,43,7,2,0,21.5,1
1.7,45,4,1,1,22.5,1
0.4,53,0,1,2,26.5,1
1.4,51,6,1,0,25.5,1
1.5,47,13,2,0,23.5,2
1.3,44,13,1,2,22.0,2
1.3,44,11,1,1,22.0,2
0.7,49,13,0,1,24.5,2
-0.9,56,13,2,0,28.0,2
-0.6,52,13,2,0,26.0,2
-0.5,52,15,0,2,26.0,2
-0.3,51,19,1,0,25.5,2
0.7,50,17,0,1,25.0,2
1.5,50,17,1,1,25.0,2
2.9,44,15,2,2,22.0,2
4.6,35,7,1,2,17.5,1
6.4,37,11,0,1,18.5,2
6.5,30,9,1,2,15.0,1
7.7,31,4,0,2,15.5,1
7.7,30,6,1,0,15.0,1
8.4,31,4,2,0,15.5,1
7.9,31,6,2,0,15.5,1
7.0,33,7,2,1,16.5,1
5.9,36,4,1,1,18.0,1
4.4,43,9,0,1,21.5,1
2.6,52,7,2,0,26.0,1
2.7,50,0,0,2,25.0,1
1.5,54,0,2,1,27.0,1
0.4,59,0,2,2,29.5,1
-1.5,65,4,2,0,32.5,1
0.1,59,0,2,0,29.5,1
-1.0,68,0,0,2,34.0,1
-1.0,73,0,0,1,36.5,1
-0.4,74,4,1,0,37.0,1
0.5,76,6,0,1,38.0,1
1.2,70,6,1,0,35.0,1
3.2,57,11,0,0,28.5,2
3.7,58,9,0,0,29.0,1
4.1,61,7,2,0,30.5,1
4.8,70,4,1,0,35.0,1
5.8,67,0,2,0,33.5,1
5.9,66,7,0,0,33.0,1
4.7,77,9,0,1,38.5,1
3.8,85,19,2,1,42.5,2
3.0,85,17,1,0,42.5,2
2.8,85,22,0,1,42.5,2
2.5,85,11,0,0,42.5,2
2.6,84,0,2,1,42.0,1
2.6,84,11,0,1,42.0,2
2.6,87,13,0,2,43.5,2
2.5,88,13,0,0,44.0,2
2.0,88,7,1,1,44.0,1
0.4,89,11,0,0,44.5,2
-0.1,91,7,0,0,45.5,1
-0.4,90,0,0,2,45.0,1
-1.4,90,0,2,1,45.0,1
-1.2,93,4,0,0,46.5,1
-1.7,94,6,1,1,47.0,1
-1.8,88,6,0,0,44.0,1
0.2,84,6,0,0,42.0,1
2.1,62,13,1,0,31.0,2
3.4,45,22,0,0,22.5,0
4.5,38,28,2,2,19.0,0
4.6,40,24,1,0,20.0,0
6.2,36,17,0,0,18.0,2
6.7,36,24,2,2,18.0,0
7.3,32,26,0,1,16.0,0
7.9,27,19,1,2,13.5,2
7.9,23,28,2,0,11.5,0
8.0,22,30,1,0,11.0,0
6.9,22,19,0,0,11.0,2
4.9,27,13,0,1,13.5,2
3.5,28,13,2,2,14.0,2
3.1,30,11,2,2,15.0,2
0.6,36,9,0,2,18.0,1
1.0,35,13,1,2,17.5,2
-0.3,41,6,0,1,20.5,1
-1.1,45,9,0,0,22.5,1
-0.9,39,6,0,0,19.5,1
-3.0,50,9,1,2,25.0,1
-2.1,47,13,1,2,23.5,2
-2.6,47,6,0,2,23.5,1
-2.0,45,6,2,0,22.5,1
0.3,41,11,1,1,20.5,2
1.7,36,19,0,0,18.0,2
2.5,36,15,0,1,18.0,2
4.3,34,17,0,1,17.0,2
6.4,32,11,2,2,16.0,2
7.1,32,11,1,2,16.0,2
8.7,27,11,0,0,13.5,2
10.0,25,13,1,2,12.5,2
10.9,24,24,0,2,12.0,0
10.8,24,30,0,1,12.0,0
9.7,26,28,1,2,13.0,0
8.9,26,20,2,1,13.0,2
8.4,27,13,2,2,13.5,2
7.8,29,9,1,1,14.5,1
7.1,33,7,1,0,16.5,1
6.9,32,11,0,1,16.0,2
6.9,31,11,0,0,15.5,2
6.0,35,9,1,1,17.5,1
5.6,35,4,1,0,17.5,1
6.0,36,9,1,2,18.0,1
5.4,50,11,2,1,25.0,2
5.2,53,7,2,1,26.5,1
4.6,59,9,2,1,29.5,1
4.2,59,11,1,1,29.5,2
4.8,52,17,1,2,26.0,2
5.5,44,20,0,2,22.0,2
6.5,39,28,2,1,19.5,0
8.7,41,30,2,0,20.5,0
9.3,43,28,2,0,21.5,0
8.9,43,24,2,1,21.5,0
8.7,42,33,1,1,21.0,0
8.5,43,26,0,2,21.5,0
8.0,45,26,0,2,22.5,0
8.3,45,20,0,1,22.5,2
8.1,40,26,1,0,20.0,0
7.6,42,22,2,0,21.0,0
6.5,48,19,1,2,24.0,2
6.0,49,19,2,2,24.5,2
4.9,51,19,1,1,25.5,2
3.7,55,19,0,1,27.5,2
3.6,55,19,0,2,27.5,2
3.2,55,15,0,1,27.5,2
2.3,55,17,0,2,27.5,2
2.3,55,11,2,1,27.5,2
1.9,62,13,1,2,31.0,2
1.5,61,17,2,0,30.5,2
1.5,54,17,1,1,27.0,2
1.5,52,19,0,1,26.0,2
2.3,51,19,0,0,25.5,2
2.7,51,20,0,0,25.5,2
3.9,48,22,1,2,24.0,0
4.5,41,17,0,1,20.5,2
4.8,42,26,2,0,21.0,0
5.2,42,22,2,2,21.0,0
6.6,42,22,2,0,21.0,0
6.7,39,20,1,1,19.5,2
7.6,38,19,2,1,19.0,2
8.9,35,24,0,1,17.5,0
7.7,35,24,1,1,17.5,0
6.6,37,20,0,2,18.5,2
5.6,38,26,1,2,19.0,0
5.3,38,19,2,0,19.0,2
4.9,40,19,0,1,20.0,2
4.4,42,22,0,1,21.0,0
3.5,43,19,1,1,21.5,2
3.0,44,22,0,2,22.0,0
2.8,43,17,2,1,21.5,2
2.3,46,22,1,2,23.0,0
1.5,48,19,0,0,24.0,2
1.1,49,17,1,0,24.5,2
-0.1,52,15,0,2,26.0,2
-0.5,51,15,2,1,25.5,2
0.4,50,15,2,1,25.0,2
1.1,48,19,2,0,24.0,2
2.1,46,17,2,1,23.0,2
3.9,42,6,0,0,21.0,1
5.7,37,19,2,1,18.5,2
6.6,34,20,1,2,17.0,2
7.6,33,15,0,2,16.5,2
8.6,29,9,2,2,14.5,1
9.3,28,19,1,1,14.0,2
8.5,27,28,0,0,13.5,0
7.7,25,32,1,2,12.5,0
7.3,25,19,0,1,12.5,2
7.3,24,13,1,0,12.0,2
6.7,28,11,2,0,14.0,2
6.7,28,9,1,0,14.0,1
6.8,27,11,1,1,13.5,2
6.1,31,11,0,2,15.5,2
5.6,32,11,0,2,16.0,2
5.5,30,17,2,2,15.0,2
3.1,37,7,1,2,18.5,1
2.4,39,11,1,0,19.5,2
2.5,39,11,1,0,19.5,2
0.2,45,7,1,1,22.5,1
1.5,44,9,2,2,22.0,1
2.4,39,11,0,0,19.5,2
4.5,36,11,1,0,18.0,2
4.5,35,11,2,1,17.5,2
5.7,35,17,2,2,17.5,2
6.0,33,13,2,0,16.5,2
6.6,34,11,2,2,17.0,2
6.8,34,9,2,0,17.0,1
7.8,32,9,0,1,16.0,1
8.0,35,7,2,1,17.5,1
8.4,34,4,0,1,17.0,1
8.4,35,9,1,1,17.5,1
8.0,36,7,1,0,18.0,1
8.0,39,13,0,0,19.5,2
7.7,39,15,0,1,19.5,2
7.5,40,17,1,0,20.0,2
6.2,44,15,2,1,22.0,2
5.9,45,11,1,0,22.5,2
5.8,45,9,2,1,22.5,1
4.8,50,7,2,0,25.0,1
4.2,53,4,0,0,26.5,1
3.7,58,4,0,2,29.0,1
3.7,55,4,1,2,27.5,1
4.0,54,7,1,2,27.0,1
4.8,52,7,0,2,26.0,1
5.7,49,11,1,0,24.5,2
6.6,47,13,0,0,23.5,2
7.4,45,19,0,2,22.5,2
7.3,42,22,1,1,21.0,0
9.4,40,15,2,1,20.0,2
10.4,37,17,2,1,18.5,2
11.7,33,20,0,1,16.5,2
12.1,33,20,1,1,16.5,2
12.3,32,22,2,1,16.0,0
12.4,31,22,0,2,15.5,0
12.3,31,7,0,0,15.5,1
11.9,31,19,1,2,15.5,2
11.5,31,17,1,0,15.5,2
10.9,35,15,0,0,17.5,2
10.4,36,17,2,2,18.0,2
10.2,37,19,1,2,18.5,2
8.5,44,7,1,0,22.0,1
7.5,46,4,1,0,23.0,1
4.8,60,9,2,1,30.0,1
5.4,62,9,2,1,31.0,1
5.5,62,0,0,2,31.0,1
5.7,62,11,1,2,31.0,2
5.9,59,7,2,0,29.5,1
6.1,65,13,2,2,32.5,2
6.3,71,13,1,2,35.5,2
6.6,81,20,2,2,40.5,2
7.4,67,19,0,1,33.5,2
7.0,72,28,2,0,36.0,2
7.4,73,24,2,0,36.5,2
7.9,77,17,0,0,38.5,2
8.8,65,17,1,0,32.5,2
9.0,58,19,2,1,29.0,2
8.6,58,22,0,1,29.0,2
8.7,55,17,1,1,27.5,2
8.3,60,22,0,0,30.0,2
6.2,76,30,2,0,38.0,2
6.4,72,28,0,1,36.0,2
5.7,74,19,2,2,37.0,2
5.8,73,22,1,2,36.5,2
5.4,75,19,1,1,37.5,2
5.3,73,20,0,1,36.5,2
5.1,79,19,2,0,39.5,2
4.9,83,20,1,1,41.5,2
4.6,82,19,0,1,41.0,2
4.3,83,17,1,2,41.5,2
4.0,84,13,1,1,42.0,2
4.0,84,9,2,0,42.0,1
4.3,83,9,1,2,41.5,1
5.0,78,9,1,0,39.0,1
5.3,76,17,2,0,38.0,2
5.7,76,15,1,2,38.0,2
6.9,66,20,1,0,33.0,2
6.9,74,15,2,0,37.0,2
8.0,59,19,2,2,29.5,2
8.8,58,22,1,0,29.0,2
7.6,70,33,1,0,35.0,2
6.2,81,19,1,2,40.5,2
6.7,77,20,1,0,38.5,2
6.8,73,19,0,2,36.5,2
6.0,78,24,1,2,39.0,2
5.8,78,19,2,2,39.0,2
5.2,79,20,2,1,39.5,2
5.1,82,22,2,1,41.0,2
4.4,84,11,2,2,42.0,2
4.7,85,15,1,1,42.5,2
4.3,84,17,1,2,42.0,2
4.0,85,9,0,1,42.5,1
3.2,88,11,1,1,44.0,2
3.0,89,0,2,0,44.5,1
1.6,90,0,1,1,45.0,1
0.7,90,6,0,0,45.0,1
2.4,89,6,1,1,44.5,1
3.2,87,4,1,2,43.5,1
4.6,81,4,2,0,40.5,1
6.1,72,0,0,1,36.0,1
6.7,73,4,1,1,36.5,1
6.7,72,11,1,2,36.0,2
8.8,65,9,0,0,32.5,1
11.0,53,4,1,2,26.5,1
8.4,57,32,0,0,28.5,2
7.5,74,7,0,2,37.0,1
9.5,57,20,2,1,28.5,2
9.3,57,33,1,2,28.5,2
8.4,55,17,0,1,27.5,2
6.4,62,11,0,1,31.0,2
7.4,63,13,0,2,31.5,2
6.9,66,7,2,1,33.0,1
3.3,74,11,1,1,37.0,2
6.6,61,13,2,2,30.5,2
5.5,61,13,2,1,30.5,2
5.8,56,15,0,0,28.0,2
4.8,59,17,0,1,29.5,2
4.3,60,13,0,1,30.0,2
3.1,64,13,0,2,32.0,2
3.8,62,15,2,2,31.0,2
3.5,63,13,0,1,31.5,2
4.0,63,6,1,0,31.5,1
6.5,54,13,2,0,27.0,2
7.7,51,13,0,2,25.5,2
8.7,49,9,1,1,24.5,1
9.8,46,9,0,1,23.0,1
10.4,43,4,1,1,21.5,1
10.0,46,15,0,1,23.0,2
10.3,45,13,0,2,22.5,2
11.3,41,15,2,1,20.5,2
12.4,37,15,0,1,18.5,2
11.4,41,11,1,2,20.5,2
11.3,39,17,1,0,19.5,2
9.9,44,11,2,1,22.0,2
9.1,49,7,0,2,24.5,1
6.6,59,0,2,0,29.5,1
6.7,60,4,0,1,30.0,1
5.9,56,11,2,1,28.0,2
4.6,54,11,0,1,27.0,2
4.0,51,11,0,1,25.5,2
2.0,58,6,2,1,29.0,1
1.5,61,9,2,2,30.5,1
1.2,66,6,2,1,33.0,1
1.3,67,6,2,1,33.5,1
1.8,68,6,0,0,34.0,1
4.1,64,7,0,1,32.0,1
6.1,58,7,1,2,29.0,1
8.0,54,13,0,0,27.0,2
9.8,44,17,2,1,22.0,2
12.2,40,19,2,2,20.0,2
13.5,32,24,0,1,16.0,0
14.7,23,24,1,2,11.5,0
15.0,24,22,1,2,12.0,0
15.9,24,32,0,1,12.0,0
16.1,23,30,2,2,11.5,0
15.0,26,28,2,2,13.0,0
14.3,26,22,0,0,13.0,0
13.6,24,19,1,1,12.0,2
12.2,28,15,0,0,14.0,2
11.7,30,19,0,0,15.0,2
10.3,44,20,0,2,22.0,2
9.1,48,20,0,0,24.0,2
7.9,51,22,2,1,25.5,2
7.5,52,11,2,1,26.0,2
6.8,54,17,0,1,27.0,2
5.4,63,19,1,1,31.5,2
5.7,64,11,0,1,32.0,2
6.2,64,17,2,1,32.0,2
6.7,58,19,2,0,29.0,2
7.5,54,20,1,2,27.0,2
9.2,51,19,0,0,25.5,2
10.8,46,20,2,2,23.0,2
12.8,41,26,2,2,20.5,0
13.8,37,24,0,0,18.5,0
15.3,34,24,0,2,17.0,0
14.8,34,26,1,0,17.0,0
14.7,35,17,1,1,17.5,2
15.6,28,20,1,1,14.0,2
15.9,26,19,0,0,13.0,2
15.4,28,24,0,0,14.0,0
14.5,30,13,1,1,15.0,2
11.9,42,7,2,0,21.0,1
12.8,39,7,2,2,19.5,1
12.0,44,7,0,1,22.0,1
11.0,47,9,2,2,23.5,1
11.6,46,9,0,1,23.0,1
12.9,41,9,1,1,20.5,1
13.1,42,13,0,0,21.0,2
12.4,48,15,0,2,24.0,2
11.3,54,15,0,1,27.0,2
10.9,64,15,2,0,32.0,2
9.9,69,6,0,0,34.5,1
10.6,70,13,2,2,35.0,2
11.7,69,9,1,1,34.5,1
13.5,69,11,1,0,34.5,2
14.1,71,26,2,1,35.5,2
15.5,67,32,0,2,33.5,2
17.3,61,28,1,0,30.5,2
18.4,58,28,0,0,29.0,2
19.8,54,32,2,1,27.0,2
19.4,55,26,0,1,27.5,2
18.1,62,24,1,0,31.0,2
17.5,65,22,0,2,32.5,2
17.0,68,20,1,0,34.0,2
16.6,70,20,0,0,35.0,2
16.3,73,17,1,2,36.5,2
15.5,75,11,1,2,37.5,2
14.6,76,6,1,0,38.0,1
14.8,76,6,2,2,38.0,1
14.9,78,13,2,1,39.0,2
15.7,77,17,2,2,38.5,2
14.6,89,9,0,0,44.5,1
14.9,90,4,0,2,45.0,1
14.4,90,9,0,0,45.0,1
15.2,84,11,1,0,42.0,2
15.3,82,13,0,2,41.0,2
15.7,79,15,2,0,39.5,2
17.0,76,17,2,2,38.0,2
19.3,69,17,1,2,34.5,2
22.2,58,15,1,2,29.0,2
24.9,47,22,0,0,23.5,0
24.1,47,22,1,2,23.5,0
24.8,44,30,2,0,22.0,0
25.4,44,22,2,0,22.0,0
26.6,41,24,2,0,20.5,0
27.4,37,28,2,1,18.5,0
27.8,37,26,1,1,18.5,0
27.3,37,26,0,1,18.5,0
26.7,38,11,0,1,19.0,2
26.4,40,20,1,2,20.0,2
20.5,73,4,0,1,36.5,1
19.3,80,13,2,2,40.0,2
19.4,74,24,1,1,37.0,2
19.5,71,30,1,2,35.5,2
19.0,62,28,2,2,31.0,2
18.9,55,35,0,2,27.5,2
17.4,43,30,1,0,21.5,0
15.4,55,37,0,1,27.5,2
14.5,57,37,2,2,28.5,2
13.5,60,33,0,2,30.0,2
11.9,52,37,1,0,26.0,2
10.9,54,48,1,1,27.0,2
10.2,51,43,0,1,25.5,2
10.2,45,44,1,1,22.5,0
10.9,43,41,0,2,21.5,0
11.5,42,30,1,2,21.0,0
12.0,41,37,1,0,20.5,0
12.2,42,32,1,2,21.0,0
12.6,41,35,0,1,20.5,0
12.7,40,30,1,0,20.0,0
11.6,41,32,1,1,20.5,0
11.1,41,24,0,2,20.5,0
9.5,42,24,0,0,21.0,0
8.5,41,28,2,0,20.5,0
7.4,41,19,0,2,20.5,2
6.1,43,17,0,2,21.5,2
5.4,46,11,1,2,23.0,2
3.9,53,17,2,2,26.5,2
2.9,56,13,0,2,28.0,2
2.4,55,15,1,2,27.5,2
0.9,58,15,0,2,29.0,2
1.1,55,11,1,2,27.5,2
0.4,58,9,1,2,29.0,1
-1.0,64,11,1,2,32.0,2
0.9,59,9,2,2,29.5,1
2.5,53,13,1,1,26.5,2
3.3,51,11,0,1,25.5,2
4.5,47,9,0,2,23.5,1
5.3,47,9,1,1,23.5,1
6.9,48,6,1,2,24.0,1
7.3,43,11,1,0,21.5,2
8.6,43,15,2,1,21.5,2
9.3,41,7,1,2,20.5,1
10.4,38,11,2,1,19.0,2
10.3,37,9,1,2,18.5,1
10.2,36,13,0,0,18.0,2
10.0,33,7,2,0,16.5,1
8.4,42,9,1,0,21.0,1
7.6,44,7,1,0,22.0,1
7.9,42,4,1,1,21.0,1
8.4,41,0,1,2,20.5,1
6.8,51,6,0,1,25.5,1
6.5,52,4,2,1,26.0,1
5.5,55,6,1,1,27.5,1
3.3,64,7,2,1,32.0,1
4.4,57,4,2,2,28.5,1
3.4,62,0,1,1,31.0,1
3.4,63,4,1,0,31.5,1
4.7,67,4,2,1,33.5,1
7.1,59,4,2,2,29.5,1
8.6,50,7,2,1,25.0,1
11.8,43,7,0,0,21.5,1
14.0,37,13,0,2,18.5,2
15.8,35,19,0,2,17.5,2
16.6,35,15,2,2,17.5,2
18.4,33,20,0,0,16.5,2
19.3,33,17,1,0,16.5,2
20.2,34,28,2,2,17.0,0
20.7,33,26,0,1,16.5,0
20.0,36,24,1,0,18.0,0
18.7,39,22,1,0,19.5,0
18.0,40,15,0,1,20.0,2
16.6,45,17,1,0,22.5,2
16.1,46,11,1,0,23.0,2
13.9,54,13,2,0,27.0,2
12.6,58,9,1,2,29.0,1
12.5,50,19,2,1,25.0,2
10.9,53,19,1,2,26.5,2
9.9,55,20,2,2,27.5,2
9.1,59,15,1,2,29.5,2
8.8,58,19,0,2,29.0,2
8.7,52,22,1,2,26.0,2
7.8,56,28,0,0,28.0,2
6.9,63,22,1,0,31.5,2
6.1,72,26,0,1,36.0,2
6.3,71,19,0,2,35.5,2
6.6,70,24,2,0,35.0,2
6.9,66,20,0,0,33.0,2
7.2,68,26,1,1,34.0,2
7.5,68,24,0,2,34.0,2
9.6,64,24,1,1,32.0,2
9.5,64,24,0,1,32.0,2
8.4,68,33,1,0,34.0,2
7.8,70,26,1,0,35.0,2
7.4,73,28,1,1,36.5,2
7.0,77,26,1,2,38.5,2
6.9,79,24,1,1,39.5,2
6.6,81,17,0,0,40.5,2
6.5,81,17,1,0,40.5,2
6.6,81,20,0,0,40.5,2
6.3,83,19,2,2,41.5,2
6.4,85,15,2,0,42.5,2
5.7,86,19,0,2,43.0,2
5.5,86,20,1,2,43.0,2
5.7,85,13,0,1,42.5,2
6.0,84,7,2,2,42.0,1
6.2,82,15,0,1,41.0,2
6.4,81,17,0,2,40.5,2
6.2,82,17,1,0,41.0,2
5.5,86,19,2,2,43.0,2
5.5,86,17,1,1,43.0,2
5.6,86,11,1,2,43.0,2
5.5,86,15,0,2,43.0,2
6.1,85,19,0,0,42.5,2
6.1,86,19,0,1,43.0,2
5.7,85,17,0,2,42.5,2
5.3,82,19,1,1,41.0,2
4.8,86,17,1,0,43.0,2
3.8,86,24,0,1,43.0,2
3.4,84,20,0,2,42.0,2
2.6,86,24,2,0,43.0,2
2.6,85,26,1,1,42.5,2
1.9,86,19,1,2,43.0,2
1.6,87,13,1,0,43.5,2
1.5,86,24,0,2,43.0,2
1.4,87,17,0,2,43.5,2
0.6,89,13,0,1,44.5,2
0.8,89,15,2,2,44.5,2
1.2,90,11,0,2,45.0,2
1.8,86,19,2,0,43.0,2
1.9,85,19,0,2,42.5,2
2.4,81,20,1,0,40.5,2
2.8,75,20,2,0,37.5,2
3.3,73,28,0,2,36.5,2
4.0,74,22,0,2,37.0,2
4.6,71,22,1,0,35.5,2
5.0,68,24,0,1,34.0,2
5.2,67,20,1,0,33.5,2
5.9,65,22,0,1,32.5,2
6.0,63,28,2,1,31.5,2
6.4,64,22,2,1,32.0,2
6.3,63,26,1,2,31.5,2
6.5,63,24,0,0,31.5,2
6.1,67,32,1,0,33.5,2
5.3,66,32,1,0,33.0,2
4.3,68,35,0,0,34.0,2
2.8,75,32,2,0,37.5,2
2.0,82,41,2,2,41.0,2
1.9,82,46,1,2,41.0,2
1.1,85,44,1,1,42.5,2
1.1,85,44,1,2,42.5,2
1.7,84,52,2,1,42.0,2
2.0,82,44,2,0,41.0,2
1.9,86,46,2,2,43.0,2
2.1,84,52,1,1,42.0,2
2.3,82,48,1,2,41.0,2
2.8,84,48,2,1,42.0,2
3.1,84,44,1,2,42.0,2
3.7,83,46,2,0,41.5,2
4.1,84,48,2,2,42.0,2
4.6,83,46,2,0,41.5,2
5.0,83,41,0,2,41.5,2
5.3,80,44,0,1,40.0,2
5.7,79,43,1,1,39.5,2
5.6,80,39,0,1,40.0,2
5.9,81,35,2,0,40.5,2
5.9,80,43,1,0,40.0,2
5.4,86,39,2,1,43.0,2
5.7,86,41,2,1,43.0,2
5.6,86,37,1,0,43.0,2
5.5,88,19,2,0,44.0,2
5.6,89,9,0,2,44.5,1
5.7,90,13,1,1,45.0,2
6.7,90,7,0,1,45.0,1
6.1,89,6,0,1,44.5,1
7.0,90,15,1,1,45.0,2
7.5,80,19,2,2,40.0,2
7.1,76,19,0,2,38.0,2
6.8,79,19,0,1,39.5,2
5.5,84,13,0,1,42.0,2
6.6,82,13,1,2,41.0,2
7.7,64,17,2,0,32.0,2
7.2,66,19,2,0,33.0,2
8.8,59,26,1,1,29.5,2
8.9,69,17,1,2,34.5,2
8.0,62,24,2,1,31.0,2
8.0,59,28,1,2,29.5,2
8.4,64,19,1,0,32.0,2
8.1,55,32,1,1,27.5,2
8.0,59,28,2,1,29.5,2
7.7,60,20,2,2,30.0,2
7.1,61,19,0,2,30.5,2
6.9,61,28,2,2,30.5,2
6.6,62,20,2,1,31.0,2
6.0,61,24,0,1,30.5,2
5.4,64,19,0,1,32.0,2
4.9,68,19,2,0,34.0,2
5.5,64,19,1,2,32.0,2
4.5,71,13,0,2,35.5,2
4.4,71,15,2,0,35.5,2
4.8,70,15,2,1,35.0,2
4.5,73,13,0,2,36.5,2
5.2,70,20,1,1,35.0,2
5.5,71,19,1,1,35.5,2
4.9,79,19,2,1,39.5,2
5.1,86,15,0,2,43.0,2
6.1,80,9,0,2,40.0,1
7.8,70,17,0,0,35.0,2
8.0,65,20,1,0,32.5,2
8.7,55,20,1,2,27.5,2
9.8,57,19,1,1,28.5,2
7.7,60,15,0,0,30.0,2
8.8,48,17,2,0,24.0,2
8.8,48,22,1,2,24.0,0
8.0,50,22,0,0,25.0,2
7.3,60,17,0,1,30.0,2
7.3,59,17,2,0,29.5,2
7.0,61,13,2,0,30.5,2
6.2,65,9,0,0,32.5,1
6.0,66,9,2,2,33.0,1
5.8,71,7,1,2,35.5,1
4.9,72,9,0,1,36.0,1
3.7,74,7,1,1,37.0,1
3.5,74,11,0,1,37.0,2
2.7,74,7,1,2,37.0,1
2.6,75,9,2,1,37.5,1
3.2,76,4,2,2,38.0,1
5.5,72,7,1,0,36.0,1
6.2,68,7,0,1,34.0,1
6.9,60,7,0,0,30.0,1
8.8,55,11,1,2,27.5,2
9.6,52,7,1,0,26.0,1
9.8,52,13,2,2,26.0,2
10.3,52,13,2,2,26.0,2
11.0,45,17,1,2,22.5,2
11.2,44,19,1,0,22.0,2
11.4,43,19,0,1,21.5,2
11.0,51,15,0,0,25.5,2
8.6,80,19,1,1,40.0,2
8.3,83,15,0,2,41.5,2
8.1,85,7,2,0,42.5,1
8.0,88,9,0,2,44.0,1
7.6,88,6,1,2,44.0,1
6.9,90,13,2,0,45.0,2
5.8,89,22,2,0,44.5,2
4.8,86,15,2,2,43.0,2
4.7,87,15,0,2,43.5,2
4.4,83,22,0,0,41.5,2
4.2,80,24,2,1,40.0,2
3.3,76,26,2,2,38.0,2
2.5,74,28,0,1,37.0,2
1.8,71,32,0,1,35.5,2
2.3,69,26,2,0,34.5,2
2.7,65,32,0,0,32.5,2
3.7,61,30,0,2,30.5,2
3.0,61,30,0,2,30.5,2
2.7,61,35,0,2,30.5,2
2.7,57,37,1,0,28.5,2
1.9,59,37,1,1,29.5,2
2.5,57,30,1,0,28.5,2
2.1,55,30,2,0,27.5,2
1.7,55,33,0,1,27.5,2
1.0,54,28,1,2,27.0,2
0.7,53,22,0,0,26.5,2
0.5,56,24,1,1,28.0,2
0.2,58,19,2,1,29.0,2
0.2,55,20,2,1,27.5,2
0.3,55,17,1,2,27.5,2
0.2,57,17,2,0,28.5,2
-0.2,55,19,0,0,27.5,2
-0.4,56,22,0,2,28.0,2
-0.8,53,17,2,0,26.5,2
-1.3,52,24,0,1,26.0,2
-1.5,54,26,1,0,27.0,2
-2.1,52,22,1,0,26.0,2
-1.3,52,30,1,0,26.0,2
-0.4,48,24,0,1,24.0,0
0.6,46,32,1,2,23.0,0
2.0,50,28,2,2,25.0,2
3.9,36,24,1,0,18.0,0
5.0,34,30,0,1,17.0,0
5.4,29,32,0,2,14.5,0
6.4,28,24,1,1,14.0,0
7.2,27,35,2,1,13.5,0
7.4,26,30,2,0,13.0,0
7.7,25,28,2,2,12.5,0
7.2,25,24,0,2,12.5,0
6.1,27,19,2,2,13.5,2
4.1,34,11,0,1,17.0,2
2.3,41,11,1,2,20.5,2
1.9,41,9,1,1,20.5,1
0.8,47,6,0,0,23.5,1
0.8,49,7,0,1,24.5,1
1.3,47,11,1,2,23.5,2
1.3,52,11,1,1,26.0,2
0.8,53,13,0,1,26.5,2
-0.1,57,9,1,0,28.5,1
0.9,42,19,1,0,21.0,2
1.2,38,20,2,0,19.0,2
1.8,35,26,2,0,17.5,0
2.6,34,19,1,2,17.0,2
4.3,30,19,1,2,15.0,2
5.5,28,26,2,2,14.0,0
6.2,27,24,1,0,13.5,0
7.4,27,24,0,2,13.5,0
8.4,24,32,1,1,12.0,0
8.7,22,22,1,2,11.0,0
9.0,21,32,0,1,10.5,0
9.2,21,28,2,1,10.5,0
9.0,22,30,1,2,11.0,0
8.1,23,28,2,1,11.5,0
6.9,25,20,2,0,12.5,2
6.3,27,15,1,1,13.5,2
5.4,29,19,1,2,14.5,2
5.1,31,15,2,0,15.5,2
4.1,34,13,1,0,17.0,2
3.3,36,9,1,2,18.0,1
2.2,41,6,2,2,20.5,1
3.2,36,0,2,2,18.0,1
2.4,42,0,0,1,21.0,1
0.7,48,4,1,1,24.0,1
-0.7,63,4,0,0,31.5,1
3.0,59,0,2,0,29.5,1
